SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
50036.99*A,AIRPORT,Z41,09/20/2012,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,ANCHORAGE,LAKE HOOD STRIP,PU,PU,STATE OF AK -- DOT&PF,PO BOX 196960,ANCHORAGE- AK 99519-6960,    907-266-2741,ANDY HUTZEL,STATE OF ALASKA -- DOT&PF- PO BOX 196960,ANCHORAGE- AK 99519-6960,    907-266-2741,61-11-11.8974N,220271.8974N,149-57-55.4104W,539875.4104W,E,73,E,25E,1985,,ANCHORAGE,3,SW,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,LHD,Y,08/01/1971,O,,,CONDITIONAL,N,N,,Y,S,S,6132011,,100LL,MAJOR,MAJOR,,,,SS-SR,N,,126.8,N,CG,N,,425,12,,,,,,400,,2500,35000,1500,,05/31/2011,FAA-EST,2010-06-22 00:00:00.0,NACO,1974-03-29 00:00:00.0,,TIE,AFRT-AVNCS-CHTR-INSTR,Y-L
50035.*A,AIRPORT,MRI,09/20/2012,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,ANCHORAGE,MERRILL FIELD,PU,PU,MUNCI OF ANCHORAGE,800 MERRIL FIELD DR.,ANCHORAGE- AK 99501-4129,    907-343-6303,DAVID LUNDEBY,800 MERRIL FIELD DR.,ANCHORAGE- AK 99501-4129,    907-343-6303,61-12-48.7622N,220368.7622N,149-50-41.0069W,539441.0069W,E,137,S,19E,2010,,ANCHORAGE,0,E,  436,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,MRI,Y,05/01/1947,O,,NGSY,NO OBJECTION,,,,,S,C,8052005,,100  A,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,126,N,CG,N,,904,45,,16,1,,,,,,98927,92623,,08/05/2004,FAA-EST,2011-04-28 00:00:00.0,NACO,2003-07-09 00:00:00.0,,HGR-TIE,AFRT-AMB-AVNCS-CARGO-CHTR-INSTR-RNTL-SALES-SURV,Y-L
50033.01*H,HELIPORT,AK38,09/20/2012,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,ANCHORAGE,PROVIDENCE HOSPITAL,PR,PR,PROVIDENCE HEALTH SYSTEM,3200 PROVIDENCE DR,ANCHORAGE- AK 99508,    907-562-2211,VICKI FACIANE,3200 PROVIDENCE DR,ANCHORAGE- AK 99508,    907-212-5840,61-11-20.5100N,220280.5100N,149-49-18.5900W,539358.5900W,E,140,E,25E,1985,,ANCHORAGE,3,SE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,Y,11/01/1986,O,,,NOT ANALYZED,,,,,2,N,,9262011,,,,,,SEE RMK,,N,,,N,,,,,,,1,,,,,,,,,,,ADO,2002-04-26 00:00:00.0,,,,,,Y
50584.17*A,AIRPORT,AA05,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,ANCHORAGE,SHELBY STRIP,PR,PR,SHELBY STEELE,1150 S. COLONY WAY SUITE 3 PMB 341,PALMER- AK 99645,    907-746-3995,SHELBY STEELE,1150 S. COLONY WAY SUITE 3 PMB 341,PALMER- AK 99645,    907-746-3995,61-30-28.1200N,221428.1200N,149-04-42.5300W,536682.5300W,E,40,E,,,,ANCHORAGE,6,NNW,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,09/01/2007,O,,,CONDITIONAL,,,,,2,N,,2102011,,,,,,,,N,122.7,,,,,,,,,,,,,,,,,,,,OWNER,2009-01-30 00:00:00.0,OWNER,2009-01-30 00:00:00.0,,,,
50033.02*A,AIRPORT,AA06,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,ANCHORAGE,SIXMILE LAKE,PR,PR,US AIR FORCE,10471  20TH  ST STE 160,ELMENDORF  AFB- AK 99506,    907-552-2107, MAJOR ROBERT PECK,10471  20TH  ST STE 160,ELMENDORF  AFB- AK 99506,    907-552-2107,61-17-23.0000N,220643.0000N,149-48-22.0000W,539302.0000W,E,85,E,,,,ANCHORAGE,2,NE,   80,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,12/01/2008,O,,,NO OBJECTION,,,,,2,N,,12232008,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,OWNER,2009-03-16 00:00:00.0,OWNER,2009-03-16 00:00:00.0,,,,Y
50036.1*A,AIRPORT,9AK5,09/20/2012,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,ANCHORAGE,SKY HARBOR,PR,PR,SKY HBR PRPTY OWNER ASSOC,11641 BARR RD.,ANCHORAGE- AK 99516,,GORDON A. LEONARD,11641 BARR RD,ANCHORAGE- AK 99516,    907-345-4896,61-06-59.3300N,220019.3300N,149-49-07.5700W,539347.5700W,E,340,E,25E,1985,,ANCHORAGE,7,SE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,06/01/1962,O,,,NO OBJECTION,N,N,N,N,2,N,5291979,2222011,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,,,,,,,,,,,5000,1500,,05/29/1979,REGION,2002-08-15 00:00:00.0,,,,,CARGO,Y
50034.*A,AIRPORT,ANC,09/20/2012,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,ANCHORAGE,TED STEVENS ANCHORAGE INTL,PU,PU,STATE OF ALASKA DOTPF,BOX 196960,ANCHORAGE- AK 99519-6960,    907-266-2525,JOHN PARROTT,BOX 196960,ANCHORAGE- AK 99519-6960,    907-266-2525,61-10-26.7000N,220226.7000N,149-59-53.5000W,539993.5000W,E,151,S,19E,2010,,ANCHORAGE,4,SW, 4608,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ANC,Y,11/01/1951,O,I E S 04/2005,NGSY,NO OBJECTION,N,Y,N,Y,F,F,10282011,,100  100LLA    A1,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,,N,CG,Y,,9,55,11,15,1,0,,107560,,78395,15421,84588,3508,10/28/2011,3RD PARTY SURVEY,2010-07-24 00:00:00.0,3RD PARTY SURVEY,2010-07-24 00:00:00.0,,HGR-TIE,CARGO,Y-L
50033.03*H,HELIPORT,AA04,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,ANCHORAGE,VIKING,PR,PR,PRUHS  CORPORATION,2193  VIKING DR,ANCHORAGE- AK 99501,    907-250-8385,DANA PRUHS,2193  VIKING DR,ANCHORAGE- AK 99501,    907-250-8385,61-13-29.1900N,220409.1900N,149-50-20.7400W,539420.7400W,E,72,E,,,,ANCHORAGE,2,NE,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,12/01/2008,O,,,NO OBJECTION,,,,,2,N,,7182011,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,OWNER,2009-02-25 00:00:00.0,OWNER,2009-02-25 00:00:00.0,,,,
50037.6*C,SEAPLANE BASE,AGN,09/20/2012,AAL,NONE,AK,ALASKA,SITKA,AK,ANGOON,ANGOON,PU,PU,ST OF AK DOTPF/SE REGION,6860 GLACIER HWY,JUNEAU- AK 99801-7999,    907-465-1786,PAUL KHERA,P.O. BOX 112506,JUNEAU- AK 99811,    907-465-1786,57-30-12.7990N,207012.7990N,134-35-06.3380W,484506.3380W,E,0,E,23E,2005,,JUNEAU,1,SE,,ZAN,ZAN,ANCHORAGE,,,,N,SIT,SITKA,907-966-2221,1-800-478-6300,JNU,JUNEAU,1-800-WX-BRIEF,AGN,Y,12/01/1950,O,,NGY,NO OBJECTION,N,N,N,Y,S,C,8132010,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,0,0,0,0,,,,,,1000,,150,,12/31/2006,,,,,,,,Y
50038.*A,AIRPORT,ANI,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,ANIAK,ANIAK,PU,PU,STATE OF AK OOTPF-CENTRAL RGN,POUCH 196900,ANCHORAGE- AK 99519-6900,    907-266-0151,TERRY HOFFMAN,BOX 73,ANIAK- AK 99557,    907-675-4277,61-34-53.7490N,221693.7490N,159-32-34.9540W,574354.9540W,E,89,S,18E,2000,,MC GRATH,0,S, 1722,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ANI,Y,08/01/1947,O,,NRGPY,NO OBJECTION,,,,,S,C,5292009,,100LLA,MINOR,MINOR,,,,SEE RMK,N,,122.1,Y,CG,N,,17,2,,,,,,,,,,,,05/29/2009,,,STATE,2010-12-02 00:00:00.0,,TIE,CARGO,Y-L
50039.*A,AIRPORT,ANN,09/20/2012,AAL,NONE,AK,ALASKA,KETCHIKAN GATEWAY,AK,ANNETTE,ANNETTE ISLAND,PR,PR,METLAKATLA INDIAN COMM,PO BOX 8,METLAKATLA- AK 99926,    907-886-4441,MAYOR KARL S COOK,PO BOX 8,METLAKATLA- AK 99926,    907-886-4441,55-02-32.2569N,198152.2569N,131-34-15.2377W,473655.2377W,E,119,S,26E,1985,,KETCHIKAN,0,N,,ZAN,ZAN,ANCHORAGE,,,,N,KTN,KETCHIKAN,907-225-9481,LC225-9481,JNU,JUNEAU,1-800-WX-BRIEF,ANN,N,10/01/1947,O,,,NO OBJECTION,N,N,N,Y,2,F,1161990,10202008,,,,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,1000,400,5000,2000,01/16/1990,FAA-EST,2012-08-16 00:00:00.0,,,,HGR,,
50039.01*C,SEAPLANE BASE,Z43,09/20/2012,AAL,NONE,AK,ALASKA,KETCHIKAN GATEWAY,AK,ANNETTE,TAMGAS HARBOR,PU,PU,COUNCIL OF ANNETTE IS,P.O. BOX 8,METLAKATLA- AK 99926,    907-886-4441,PAUL BRENDIBLE,MAYORS OFFICE- P.O. BOX 8,METLAKATLA- AK 99926,    907-886-4441,55-04-04.7720N,198244.7720N,131-33-25.0370W,473605.0370W,E,0,E,26E,1985,,KETCHIKAN,2,NE,,ZAN,ZAN,ANCHORAGE,,,,N,KTN,KETCHIKAN,907-225-9481,LC225-9481,JNU,JUNEAU,1-800-WX-BRIEF,KTN,Y,,O,,1,NO OBJECTION,N,N,N,N,S,C,9282007,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,0,0,0,,12/31/2006,,,,,,,CARGO,N
50039.1*A,AIRPORT,ANV,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,ANVIK,ANVIK,PU,PU,ST OF AK DOTPF NORTHERN RGN,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-2200,ERIK WEINGARTH,BOX 135,ST MARY'S- AK 99658,    907-438-2416,62-38-50.4000N,225530.4000N,160-11-24.2000W,576684.2000W,E,297,S,15E,2010,,MC GRATH,1,SE,  245,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ANV,Y,06/01/1963,O,,N,NO OBJECTION,,,,Y,C,C,5252009,,,,,,,SEE RMK,SS-SR,N,122.7,122.7,Y,CG,N,,0,,,,,,,,,,,,,05/25/2009,3RD PARTY SURVEY,2012-06-08 00:00:00.0,3RD PARTY SURVEY,2012-06-08 00:00:00.0,,,CARGO,Y-L
50039.11*C,SEAPLANE BASE,K40,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,ANVIK,ANVIK,PU,PU,PUBLIC DOMAIN,,,,,,,,62-39-22.4060N,225562.4060N,160-12-19.6150W,576739.6150W,E,52,E,20E,1985,,MC GRATH,0,NW,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ANV,Y,07/01/1967,O,,,NOT ANALYZED,N,N,N,N,S,C,9022006,,,NONE,NONE,NONE,NONE,,,N,,122.7,N,,N,,1,,,,,,,,,,50,,,12/31/2005,,,,,,,,N
50039.8*A,AIRPORT,ARC,09/20/2012,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,ARCTIC VILLAGE,ARCTIC VILLAGE,PU,PU,VENETIE TRIBAL GOVN,BOX 81080,VENETIE- AK 97781,    907-849-8165,GREG ONTIVEROS,P.O. BOX 69,ARCTIC VILLAGE- AK 99722,    907-587-5523,68-06-52.8100N,245212.8100N,145-34-45.8950W,524085.8950W,E,2092,S,26E,2005,,POINT BARROW,1,SW,,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,ARC,N,,O,,NGY,NO OBJECTION,,,,,C,C,8212009,,,,,,,SEE RMK,SEE RMK,N,,122.9,Y,CG,Y,,,,,,,,,,,1452,,175,,12/31/2005,NACO,2003-05-15 00:00:00.0,NACO,2003-05-15 00:00:00.0,,,,Y-L
50040.5*A,AIRPORT,AKA,09/20/2012,AAL,NONE,AK,ALASKA,UNORGANIZED,AK,ATKA,ATKA,PU,PU,ST OF AK DOT&PF-CEN REG,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0751,STEVE BERNINGER,PO BOX 920525,UNALASKA- AK 99692-0525,    907-581-1786,52-13-14.1100N,187994.1100N,174-12-22.2600W,627142.2600W,E,57,S,08E,2005,,W ALEUTIAN ISLS,2,N,  226,ZAN,ZAN,ANCHORAGE,ZAP,ZAP,ANCHORAGE OCEANIC,,CDB,COLD BAY,907-532-2466,1-800-478-7250,ENA,KENAI,1-866-864-1737,AKA,Y,02/01/1983,O,,NGY,,,,,Y,S,S,10072009,2011983,,,,,,SS-SR,SEE RMK,N,,122.9,Y,CG,,,0,0,0,0,,,,250,,300,,,,09/30/2009,FAA-EST,2009-10-20 00:00:00.0,STATE,2009-10-14 00:00:00.0,,TIE,,Y-L
50044.*A,AIRPORT,4A2,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,ATMAUTLUAK,ATMAUTLUAK,PU,PU,ST OF AK DOT/PF CENTRAL REG,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,DAVE CUMMINGS,PO BOX 505,BETHEL- AK 99559,    907-543-2495,60-52-01.7000N,219121.7000N,162-16-24.2000W,584184.2000W,E,17,E,18E,1985,,BETHEL,0,NE,   99,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,07/01/1977,O,,N,NO OBJECTION,N,N,,Y,C,C,6082009,9251980,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,N,CG,N,,0,0,0,0,,,,,,,,,,06/08/2009,FAA-EST,2010-12-27 00:00:00.0,,,,,,Y
50044.5*A,AIRPORT,ATK,09/20/2012,AAL,NONE,AK,ALASKA,NORTH SLOPE,AK,ATQASUK,ATQASUK EDWARD BURNELL SR MEMORIAL,PU,PU,NORTH SLOPE BOROUGH,BOX 69,BARROW- AK 99723,    907-852-2611,TOM D. NICOLOS,BOX 69,BARROW- AK 99723,   907-852-26111,70-28-01.6000N,253681.6000N,157-26-08.4000W,566768.4000W,E,101,S,20E,2005,,CAPE LISBURNE,1,S,,ZAN,ZAN,ANCHORAGE,,,,N,BRW,BARROW,907-852-2511,LC852-2511,FAI,FAIRBANKS,1-866-248-6516,ATK,Y,07/01/1971,O,,NGY,NOT ANALYZED,N,N,N,Y,F,C,8202009,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,Y,CG,N,,,,,,,,,,,500,,30,,12/31/2005,3RD PARTY SURVEY,2010-08-13 00:00:00.0,3RD PARTY SURVEY,2010-08-13 00:00:00.0,,,,Y-L
50046.*A,AIRPORT,ATU,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,ATTU,CASCO COVE CGS,PU,PR,US COAST GUARD 17TH DIST,PO BOX 3-5000,JUNEAU- AK 99802,    907-392-3315,COMMANDER LORAN STATION,USCG,ATTU- AK 99619-5000,    907-463-2970,52-49-57.1500N,190197.1500N,173-10-31.9950E,623431.9950E,E,88,S,03E,1985,,W ALEUTIAN ISLS,0,N,,ZAN,ZAN,ANCHORAGE,,,,N,CDB,COLD BAY,907-532-2466,1-800-478-7250,ENA,KENAI,1-866-864-1737,CDB,N,08/01/1949,O,,,NOT ANALYZED,N,N,N,,2,F,5111992,9252008,,NONE,NONE,,,SEE RMK,,N,,122.9,N,,N,,,,,,,,,,,,,,,,FAA-EST,2012-02-10 00:00:00.0,MILITARY,2010-03-03 00:00:00.0,,,,Y
50053.*C,SEAPLANE BASE,BNF,09/20/2012,AAL,NONE,AK,ALASKA,WRANGELL-PETERSBURG,AK,BARANOF,WARM SPRING BAY,PU,PU,STATE OF AK DOTPF-SE-REG,6860 GLACIER HWY,JUNEAU- AK 99811-7999,    907-465-1786,PAUL KHERA,P.O. BOX 112506,JUNEAU- AK 99811,    907-465-1786,57-05-19.7730N,205519.7730N,134-49-59.3090W,485399.3090W,E,0,E,27E,1985,,JUNEAU,0,SE,,ZAN,ZAN,ANCHORAGE,,,,N,SIT,SITKA,907-966-2221,1-800-478-6300,JNU,JUNEAU,1-800-WX-BRIEF,SIT,Y,12/01/1950,O,,N1,NO OBJECTION,N,N,N,N,S,C,8112010,,,NONE,NONE,NONE,NONE,,,N,122.8,122.8,N,,N,,0,0,0,0,,,,,,250,,50,,12/31/2006,,,,,,,CARGO,Y
50054.3*A,AIRPORT,BRW,09/20/2012,AAL,NONE,AK,ALASKA,NORTH SLOPE,AK,BARROW,WILEY POST-WILL ROGERS MEMORIAL,PU,PU,ST OF AK DOTPF NOR REG,2301 PEGER RD,FAIRBANKS- AK 99701,    907-451-2206,JOHN OLSEN,PO BOX 367,BARROW- AK 99723,    907-852-6199,71-17-05.6000N,256625.6000N,156-46-06.9000W,564366.9000W,E,52,S,19E,2010,,POINT BARROW,0,SE,,ZAN,ZAN,ANCHORAGE,,,,Y,BRW,BARROW,907-852-2511,LC852-2511,FAI,FAIRBANKS,1-866-248-6516,BRW,Y,,O,I B S 03/2005,NGSY,NO OBJECTION,N,N,N,Y,F,F,6282011,,100LLA1,MINOR,MINOR,NONE,NONE,SEE RMK,SEE RMK,N,,123.6,Y,CG,N,,3,1,1,3,,,,1460,,6000,3000,1500,50,01/01/2011,3RD PARTY SURVEY,2009-04-18 00:00:00.0,3RD PARTY SURVEY,2009-04-18 00:00:00.0,,HGR,CARGO,Y-L
50055.5*A,AIRPORT,BTI,09/20/2012,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,BARTER ISLAND LRRS,BARTER ISLAND LRRS,MA,PU,NORTH SLOPE BOROUGH,PO BOX 69,BARROW- AK 99723,    907-852-2611,TOM NICOLOS,PO BOX 69,BARROW- AK 99723,    907-852-2611,70-08-02.3590N,252482.3590N,143-34-54.7210W,516894.7210W,E,2,E,27E,2005,,POINT BARROW,1,NNE,,ZAN,ZAN,ANCHORAGE,,,,N,SCC,DEADHORSE,907-659-2505,LC659-2401,FAI,FAIRBANKS,1-866-248-6516,BTI,Y,,O,,N,NOT ANALYZED,N,N,Y,,S,C,8212009,1101991,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,126.2,N,CG,N,,0,0,0,0,,,,,,2500,,800,50,12/31/2009,NACO,2006-03-07 00:00:00.0,NACO,2006-03-07 00:00:00.0,,,CARGO,Y-L
50056.*C,SEAPLANE BASE,BQV,09/20/2012,AAL,NONE,AK,ALASKA,SKAGWAY-YAKUTAT,AK,BARTLETT COVE,BARTLETT COVE,PU,PU,U.S. GOVERNMENT,NATL PARK SVC BOX 1781,JUNEAU- AK 99801,,SUPERINTENDANT OF GLACIER BAY,P.O. BOX 140,SKAGWAY- AK 99825,    907-697-2685,58-27-18.7480N,210438.7480N,135-53-06.6120W,489186.6120W,E,0,E,28E,1985,,JUNEAU,0,NW,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,JNU,Y,01/01/1958,O,,,NO OBJECTION,N,N,N,N,S,C,8152010,,,NONE,NONE,NONE,NONE,,,N,,122.5,N,,N,,,,,,,,,,,,,,,12/31/2006,,,,,,,,N
50056.5*A,AIRPORT,Z47,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,BASIN CREEK,BASIN CREEK,PR,PU,ENGSTROM DREDGING CO,PO BOX 536,NOME- AK 99762,    907-443-2586,RON ENGSTROM,PO BOX 536,NOME- AK 99762,    907-443-2586,64-40-47.2610N,232847.2610N,165-17-59.4130W,595079.4130W,E,140,E,17E,1985,,NOME,0,W,,ZAN,ZAN,ANCHORAGE,,,,N,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,OME,Y,08/01/1959,O,,,NO OBJECTION,N,N,N,Y,S,C,9042011,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,,,09/27/2010,,,,,,,,Y
50057.*A,AIRPORT,AK02,09/20/2012,AAL,NONE,AK,ALASKA,KOBUK,AK,BEAR CREEK,BEAR CREEK 1,PU,PR,PUBLIC DOMAIN,,,,,,,,65-32-23.5920N,235943.5920N,161-03-44.5600W,579824.5600W,E,575,E,20E,1985,,NOME,0,NE,,ZAN,ZAN,ANCHORAGE,,,,N,OTZ,KOTZEBUE,907-442-3310,1-800-478-7460,FAI,FAIRBANKS,1-866-248-6516,,N,07/01/1951,O,,,NOT ANALYZED,N,N,N,N,2,F,7161974,,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,,,,,,,,,,10,,5,,07/16/1974,,,,,,,CARGO,N
50057.2*A,AIRPORT,Z48,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,BEAR CREEK,BEAR CREEK 3,PU,PU,PUBLIC DOMAIN,,,,,,,,63-34-17.7930N,228857.7930N,156-08-38.5820W,562118.5820W,E,740,E,23E,1985,,MC GRATH,3,W,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,10/01/1951,O,,,NOT ANALYZED,N,N,N,N,S,C,6252006,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,200,,100,,12/31/2005,,,,,,,CARGO,Y
50057.4*A,AIRPORT,Z52,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,BEAR LAKE,JOHNSONS LANDING,PU,PU,PUBLIC DOMAIN,,,,WARREN JOHNSON,P.O. BOX 1267,KENAI- AK 99611,    907-283-4117,56-02-12.0680N,201732.0680N,160-15-58.3390W,576958.3390W,E,130,E,18E,1985,,KODIAK,1,S,,ZAN,ZAN,ANCHORAGE,,,,N,CDB,COLD BAY,907-532-2466,1-800-478-7250,ENA,KENAI,1-866-864-1737,CDB,Y,02/01/1972,O,,,,N,N,N,N,S,C,8252006,3091972,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,2,,,,,,,,,,200,100,,12/31/2005,,,,,,,CARGO,Y
50058.*A,AIRPORT,WBQ,09/20/2012,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,BEAVER,BEAVER,PU,PU,STATE OF AK DOTPF/N. RGN,2301 PEGER RD.,FAIRBANKS- AK 99709,    907-451-2200,JEREMY WORRALL,2301 PEGER RD,FAIRBANKS- AK 99709,    907-451-5230,66-21-44.0000N,238904.0000N,147-24-23.4000W,530663.4000W,E,365,S,24E,2005,,FAIRBANKS,0,N,  446,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,11/01/1949,O,,NGS,NO OBJECTION,N,N,N,,S,C,9032009,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,N,CG,N,,0,0,0,0,,,,,,200,100,500,,12/31/2005,3RD PARTY SURVEY,2010-05-24 00:00:00.0,3RD PARTY SURVEY,2010-05-24 00:00:00.0,,,CARGO,Y
50059.9*C,SEAPLANE BASE,KBE,09/20/2012,AAL,NONE,AK,ALASKA,KETCHIKAN GATEWAY,AK,BELL ISLAND,BELL ISLAND HOT SPRINGS,PR,PR,DONALD PETERSON,,BELL ISLAND- AK 99901,,DONALD PETERSON,,BELL ISLAND- AK 99901,,55-55-44.6810N,201344.6810N,131-34-18.0860W,473658.0860W,E,0,E,26E,1985,,KETCHIKAN,0,SW,,ZAN,ZAN,ANCHORAGE,,,,N,KTN,KETCHIKAN,907-225-9481,LC225-9481,JNU,JUNEAU,1-800-WX-BRIEF,KTN,N,05/01/1959,O,,,NO OBJECTION,N,N,N,N,2,F,5181980,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,50,,300,,05/18/1980,,,,,,,,Y
50059.95*A,AIRPORT,BLG,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,BELUGA,BELUGA,PR,PR,CONOCO PHILLIPS ALASKA,700 G STREET,ANCHORAGE- AK 99501,    907-276-1215,COOK INLET OPERATIONS MANAGER,PO BOX 66,KENAI- AK 99661,    907-776-2021,61-10-22.6628N,220222.6628N,151-02-43.4987W,543763.4987W,E,87,E,19E,2010,,ANCHORAGE,,,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,07/01/1962,O,,,NO OBJECTION,N,N,N,N,2,N,1151993,7072011,,NONE,NONE,NONE,NONE,SEE RMK,,N,122.8,122.7,N,,N,,0,,,,,,,,,500,100,5000,,01/15/1993,FAA,2011-04-06 00:00:00.0,FAA,2011-04-06 00:00:00.0,,,CARGO,Y
